"","species","trophic_level","Lmax","K","tm","benthic_pelagic_dummy","family","mu","lower95","upper95","lower50","upper50","nutrient"
"19","Lethrinus nebulosus",0.653906890436365,1.09889865297985,-0.6244930100121,-0.0702605482044545,0,"Lethrinidae",31.7816560446729,26.9710543744321,37.258142214768,30.0402065986746,33.5108043541861,"Ca"
"20","Lethrinus variegatus",0.315791457215435,-2.28514856266066,0.544964214553907,0.522993278562111,0,"Lethrinidae",33.1037696416417,27.838236582836,39.4958608053796,31.3092041372093,35.1269310002343,"Ca"
"21","Lutjanus bohar",1.21743261247125,1.17693316288988,-1.59815351584005,2.49308043727468,0,"Lutjanidae",34.4869759921135,26.4705492589461,45.2363767659623,31.5104470637598,37.6369817966267,"Ca"
"22","Lutjanus fulviflamma",0.710259462639854,-0.997026291231446,0.896386555151232,-1.20780063098287,0,"Lutjanidae",33.9764895936023,28.5907239358526,39.9359740080576,32.3156485988978,36.1765694715684,"Ca"
"23","Lutjanus gibbus",0.992022323657296,-0.176032765220945,0.360113335908653,-1.22190100047972,0,"Lutjanidae",34.3160567057436,29.0328119256569,40.747200686456,32.2985421990959,36.2496115613685,"Ca"
"24","Lethrinus enigmaticus",0.687718348102549,0.0433519768586361,-0.945990699419044,0.522993278562111,0,"Lethrinidae",33.7693666383576,29.4410249381093,38.1723135168497,32.2892680307403,35.1838077526699,"Ca"
"25","Lethrinus mahsena",0.203086312808458,0.42787666616686,-1.47341698562421,1.97723411513261,0,"Lethrinidae",33.1760367637718,28.1057811836198,38.8318459051551,31.5567682233697,35.2000987390583,"Ca"
"26","Lutjanus vitta",0.586283815062694,-0.689664053634148,0.0649808554692869,-1.71314191844126,0,"Lutjanidae",36.3406579609271,29.7777699504539,43.5544709097805,34.0981639647456,38.9182014061301,"Ca"
"27","Lutjanus kasmira",0.766612034843342,-0.689664053634148,-0.479584671161093,-0.158530195355769,0,"Lutjanidae",36.5295219455743,30.8014004427568,43.3265817101737,34.5422213912013,38.8105369952938,"Ca"
"28","Lethrinus xanthochilus",0.653906890436365,0.598458217795066,-1.02839458775712,0.695079505439657,0,"Lethrinidae",32.9546255703679,28.749686421148,37.6430885967613,31.4262344422196,34.3571872426397,"Ca"
"29","Carangoides fulvoguttatus",0.901858208131714,1.83911906365438,0.968095413605623,-0.565864062003482,1,"Carangidae",21.8056080732883,16.3998640536049,28.6236750382297,20.0066645933407,24.103999335902,"Ca"
"30","Oxycheilinus digramma",0.659542147656715,-0.689664053634148,0.363569122112705,-0.244589510036218,0,"Labridae",35.3092986213932,30.2013988318681,42.2308769122729,33.1768123230033,37.0964558554554,"Ca"
"31","Scarus falcipinnis",-1.37478570888922,0.243634554627865,1.1724803042566,-0.365565151885554,0,"Scaridae",32.6050091449218,27.9764524310929,37.9907523546312,30.7881200435571,34.1365530623929,"Ca"
"32","Scarus niger",-1.37478570888922,-0.689664053634148,1.16659691141363,-0.365565151885554,0,"Scaridae",34.0657801699859,29.4065042954459,39.3480361427771,32.3449185001147,35.8004469956278,"Ca"
